timestamp,station_id,temperature,humidity,co2
2025-03-26 05:50:18,env-station-01,-40.32,76.65,1282.02
2025-03-26 05:50:28,env-station-01,35.71,92.85,1093.95
2025-03-26 05:50:39,env-station-01,-39.82,63.78,1848.21
2025-03-26 05:50:49,env-station-01,-36.51,30.13,1770.9
2025-03-26 05:50:59,env-station-01,26.03,18.32,1433.15
2025-03-26 05:51:09,env-station-01,32.06,26.45,1833.36
2025-03-26 05:51:19,env-station-01,8.49,6.41,1438.37
2025-03-26 05:51:29,env-station-01,25.1,68.95,1223.52
2025-03-26 05:51:39,env-station-01,38.66,75.3,443.37
2025-03-26 05:51:49,env-station-01,16.53,17.7,1824.38
2025-03-26 05:51:59,env-station-01,26.38,68.79,1248.59
2025-03-26 05:52:09,env-station-01,13.91,44.08,1202.92
2025-03-26 05:52:19,env-station-01,-37.87,98.4,451.47
2025-03-26 05:52:29,env-station-01,-4.38,39.49,767.27
2025-03-26 05:52:39,env-station-01,-36.05,84.61,1663.56
2025-03-26 05:52:49,env-station-01,-27.09,86.24,580.44
2025-03-26 05:52:59,env-station-01,1.07,14.31,1597.96
2025-03-26 05:53:09,env-station-01,-33.46,55.57,1981.6
2025-03-26 05:53:19,env-station-01,-27.83,41.46,492.49
2025-03-26 05:53:29,env-station-01,48.25,55.19,1934.05
2025-03-26 05:53:39,env-station-01,18.9,81.73,1645.33
2025-03-26 05:53:49,env-station-01,-13.07,65.53,913.06
2025-03-26 05:53:59,env-station-01,-5.64,20.48,1493.82
2025-03-26 05:54:09,env-station-01,8.11,24.98,1860.98
2025-03-26 05:54:19,env-station-01,35.25,15.76,930.86
2025-03-26 05:54:29,env-station-01,-10.75,19.15,587.68
2025-03-26 05:54:39,env-station-01,-4.83,98.03,916.7
2025-03-26 05:54:49,env-station-01,20.79,83.32,1807.26
2025-03-26 05:54:59,env-station-01,20.91,92.83,1649.49
2025-03-26 05:55:09,env-station-01,7.84,60.71,1360.47
2025-03-26 05:55:19,env-station-01,3.21,20.51,1952.86
2025-03-26 05:55:29,env-station-01,-49.66,89.04,909.35
2025-03-26 05:55:39,env-station-01,42.41,35.61,449.41
2025-03-26 05:55:49,env-station-01,-0.05,17.46,953.74
2025-03-26 05:55:59,env-station-01,0.35,79.06,1427.86
2025-03-26 05:56:09,env-station-01,-26.6,39.52,1752.98
2025-03-26 05:56:19,env-station-01,-32.2,32.35,1329.61
2025-03-26 05:56:29,env-station-01,-26.82,23.87,350.02
2025-03-26 05:56:39,env-station-01,-24.18,0.9,854.96
2025-03-26 05:56:49,env-station-01,42.93,67.7,1551.29
2025-03-26 05:56:59,env-station-01,37.79,94.2,715.36
2025-03-26 05:57:09,env-station-01,9.22,86.98,1170.65
2025-03-26 05:57:19,env-station-01,33.37,39.7,1576.34
2025-03-26 05:57:29,env-station-01,-29.15,42.5,1180.85
2025-03-26 05:57:39,env-station-01,14.55,16.98,1541.2
2025-03-26 05:57:49,env-station-01,28.99,88.97,1114.46
2025-03-26 05:57:59,env-station-01,43.25,80.16,1080.49
2025-03-26 05:58:09,env-station-01,-18.5,1.47,304.73
2025-03-26 05:58:19,env-station-01,41.69,22.26,1438.0
2025-03-26 05:58:29,env-station-01,-0.53,36.15,1789.17
2025-03-26 05:58:39,env-station-01,-11.02,15.45,648.22
2025-03-26 05:58:49,env-station-01,33.39,19.07,1516.21
2025-03-26 05:58:59,env-station-01,23.08,55.65,1237.02
2025-03-26 05:59:09,env-station-01,34.95,70.74,1045.82
2025-03-26 05:59:19,env-station-01,21.73,63.24,1462.19
2025-03-26 05:59:29,env-station-01,-12.35,23.43,730.22
2025-03-26 05:59:39,env-station-01,33.83,70.42,1050.35
2025-03-26 05:59:49,env-station-01,-23.3,72.91,1256.15
2025-03-26 05:59:59,env-station-01,-41.46,96.9,547.4
2025-03-26 06:00:09,env-station-01,33.08,84.78,526.66
2025-03-26 06:00:19,env-station-01,-20.01,56.1,800.03
2025-03-26 06:00:29,env-station-01,-28.62,41.66,842.06
2025-03-26 06:00:39,env-station-01,-21.2,63.72,925.92
2025-03-26 06:00:49,env-station-01,-37.98,37.25,426.37
2025-03-26 06:00:59,env-station-01,44.35,82.35,1064.17
2025-03-26 06:01:09,env-station-01,-23.74,24.63,1776.88
2025-03-26 06:01:19,env-station-01,11.18,41.8,437.55
2025-03-26 06:01:29,env-station-01,-31.54,40.4,1358.98
2025-03-26 06:01:39,env-station-01,46.97,63.38,865.14
2025-03-26 06:01:49,env-station-01,-39.08,8.33,1386.81
2025-03-26 06:01:59,env-station-01,-11.03,45.07,631.69
2025-03-26 06:02:09,env-station-01,45.85,82.25,735.62
2025-03-26 06:02:19,env-station-01,13.03,83.38,724.41
2025-03-26 06:02:29,env-station-01,40.17,3.85,1608.81
2025-03-26 06:02:39,env-station-01,29.6,88.58,1159.49
2025-03-26 06:02:49,env-station-01,-15.14,42.88,479.62
2025-03-26 06:02:59,env-station-01,38.48,97.85,1536.04
2025-03-26 06:03:09,env-station-01,-2.24,85.6,1968.01
2025-03-26 06:03:19,env-station-01,40.19,63.92,1836.19
2025-03-26 06:03:29,env-station-01,-27.52,25.91,1956.73
2025-03-26 06:03:39,env-station-01,-21.74,64.87,1411.87
2025-03-26 06:03:49,env-station-01,37.15,10.3,928.14
2025-03-26 06:03:59,env-station-01,-4.02,45.22,1635.97
2025-03-26 06:04:09,env-station-01,-2.49,11.82,1133.95
2025-03-26 06:04:19,env-station-01,35.63,7.08,715.62
2025-03-26 06:04:29,env-station-01,-38.73,59.79,1908.66
2025-03-26 06:04:39,env-station-01,-7.45,95.67,1008.4
2025-03-26 06:04:49,env-station-01,-40.91,63.97,718.42
2025-03-26 06:04:59,env-station-01,-14.42,47.31,1777.54
2025-03-26 06:05:09,env-station-01,-21.17,85.26,1561.0
2025-03-26 06:05:19,env-station-01,4.76,53.68,531.84
2025-03-26 06:05:29,env-station-01,-31.79,94.63,707.05
2025-03-26 06:05:39,env-station-01,23.78,25.08,1562.58
2025-03-26 06:05:49,env-station-01,-13.34,78.82,570.34
2025-03-26 06:05:59,env-station-01,44.55,79.13,1361.0
2025-03-26 06:06:09,env-station-01,-11.82,92.56,1907.25
2025-03-26 06:06:19,env-station-01,29.82,91.97,454.51
2025-03-26 06:06:29,env-station-01,-49.79,24.28,870.34
2025-03-26 06:06:39,env-station-01,18.14,86.25,807.47
2025-03-26 06:06:49,env-station-01,-10.66,90.26,1731.95
2025-03-26 06:06:59,env-station-01,-47.65,26.39,1238.58
2025-03-26 06:07:09,env-station-01,27.09,53.09,1398.85
2025-03-26 06:07:20,env-station-01,29.88,7.44,655.96
2025-03-26 06:07:30,env-station-01,-11.57,77.68,622.91
2025-03-26 06:07:40,env-station-01,14.89,38.57,745.06
2025-03-26 06:07:50,env-station-01,-15.61,12.88,1510.49
2025-03-26 06:08:00,env-station-01,-4.65,46.46,831.56
2025-03-26 06:08:10,env-station-01,-19.84,81.01,1452.56
2025-03-26 06:08:20,env-station-01,-0.28,12.87,306.05
2025-03-26 06:08:30,env-station-01,13.1,71.13,841.39
2025-03-26 06:08:40,env-station-01,38.29,32.73,727.1
2025-03-26 06:08:50,env-station-01,43.85,34.28,1666.13
2025-03-26 06:09:00,env-station-01,-24.15,2.07,598.11
2025-03-26 06:09:10,env-station-01,-36.27,52.46,1749.45
2025-03-26 06:09:20,env-station-01,47.61,11.08,1271.44
2025-03-26 06:09:30,env-station-01,18.94,18.46,1667.22
2025-03-26 06:09:40,env-station-01,-41.75,90.1,1229.94
2025-03-26 06:09:50,env-station-01,20.95,91.16,1242.24
2025-03-26 06:10:00,env-station-01,-18.64,34.23,1729.87
2025-03-26 06:10:10,env-station-01,29.96,53.36,1524.6
2025-03-26 06:10:20,env-station-01,34.49,25.74,1004.65
2025-03-26 06:10:30,env-station-01,0.99,31.09,1415.24
2025-03-26 06:10:40,env-station-01,-36.87,50.96,494.22
2025-03-26 06:10:50,env-station-01,4.11,99.14,1598.18
2025-03-26 06:11:00,env-station-01,24.71,17.53,328.35
2025-03-26 06:11:10,env-station-01,18.32,44.33,1972.83
2025-03-26 06:11:20,env-station-01,31.24,58.54,991.19
2025-03-26 06:11:30,env-station-01,-2.18,97.58,1106.05
2025-03-26 06:11:40,env-station-01,18.74,16.63,975.48
2025-03-26 06:11:50,env-station-01,-44.13,90.94,687.46
2025-03-26 06:12:00,env-station-01,34.48,47.81,1726.51
2025-03-26 06:12:10,env-station-01,-17.63,55.8,714.6
2025-03-26 06:12:20,env-station-01,11.38,76.02,1911.64
2025-03-26 06:12:30,env-station-01,31.98,63.03,327.37
2025-03-26 06:12:40,env-station-01,33.31,72.07,1586.66
2025-03-26 06:12:50,env-station-01,35.29,31.24,939.86
2025-03-26 06:13:00,env-station-01,-24.33,32.98,424.61
2025-03-26 06:13:10,env-station-01,-45.17,89.5,1222.38
2025-03-26 06:13:20,env-station-01,43.28,54.19,481.67
2025-03-26 06:13:30,env-station-01,7.91,4.56,305.12
2025-03-26 06:13:40,env-station-01,49.86,5.74,542.54
2025-03-26 06:13:50,env-station-01,2.61,23.42,1475.96
2025-03-26 06:14:00,env-station-01,3.71,68.21,864.91
2025-03-26 06:14:10,env-station-01,-25.34,14.33,1622.02
2025-03-26 06:14:20,env-station-01,-1.43,8.79,434.43
2025-03-26 06:14:30,env-station-01,-40.84,12.12,375.55
2025-03-26 06:14:40,env-station-01,-46.54,25.18,572.97
2025-03-26 06:14:50,env-station-01,42.31,40.15,1465.45
2025-03-26 06:15:00,env-station-01,-3.65,79.56,1553.62
2025-03-26 06:15:10,env-station-01,-4.18,67.41,1432.2
2025-03-26 06:15:20,env-station-01,30.43,48.72,1440.98
2025-03-26 06:15:30,env-station-01,23.17,76.37,513.24
2025-03-26 06:15:40,env-station-01,-19.02,95.43,310.08
2025-03-26 06:15:50,env-station-01,17.79,91.92,1453.83
2025-03-26 06:16:00,env-station-01,-20.95,51.61,1049.1
2025-03-26 06:16:10,env-station-01,-26.22,11.5,1982.27
2025-03-26 06:16:20,env-station-01,43.56,50.23,888.89
2025-03-26 06:16:30,env-station-01,32.53,64.11,1221.02
2025-03-26 06:16:40,env-station-01,35.07,15.02,482.46
2025-03-26 06:16:50,env-station-01,3.28,10.77,1898.54
2025-03-26 06:17:00,env-station-01,2.85,73.69,1047.84
2025-03-26 06:17:10,env-station-01,2.63,27.54,739.62
2025-03-26 06:17:20,env-station-01,-47.28,0.01,772.07
2025-03-26 06:17:30,env-station-01,-39.71,5.91,1658.73
2025-03-26 06:17:40,env-station-01,-4.37,72.12,483.24
2025-03-26 06:17:50,env-station-01,3.26,63.78,1093.94
2025-03-26 06:18:00,env-station-01,6.97,22.45,1907.5
2025-03-26 06:18:10,env-station-01,8.8,46.56,1876.86
2025-03-26 06:18:20,env-station-01,-48.89,97.11,1997.59
2025-03-26 06:18:30,env-station-01,-40.75,26.37,491.34
2025-03-26 06:18:40,env-station-01,-44.95,85.62,1605.54
2025-03-26 06:18:50,env-station-01,-30.43,9.0,987.53
2025-03-26 06:19:00,env-station-01,-4.07,93.31,995.61
2025-03-26 06:19:10,env-station-01,37.75,54.09,407.46
2025-03-26 06:19:20,env-station-01,-7.87,29.39,426.12
2025-03-26 06:19:30,env-station-01,12.23,73.62,667.18
2025-03-26 06:19:40,env-station-01,-24.83,82.91,1473.87
2025-03-26 06:19:50,env-station-01,-14.63,63.42,1073.6
2025-03-26 06:20:00,env-station-01,40.24,94.04,771.1
2025-03-26 06:20:10,env-station-01,-5.21,89.59,1549.75
2025-03-26 06:20:20,env-station-01,-49.07,81.74,1769.14
2025-03-26 06:20:30,env-station-01,-13.87,10.99,1222.39
2025-03-26 06:20:40,env-station-01,31.06,72.52,369.47
2025-03-26 06:20:50,env-station-01,6.42,65.52,1463.02
2025-03-26 06:21:00,env-station-01,-23.93,65.17,1381.79
2025-03-26 06:21:10,env-station-01,-41.19,54.01,572.68
2025-03-26 06:21:20,env-station-01,-5.28,87.75,1784.56
2025-03-26 06:21:30,env-station-01,11.78,48.31,1799.44
2025-03-26 06:21:40,env-station-01,23.36,87.85,636.1
2025-03-26 06:21:50,env-station-01,-46.35,87.75,1133.63
2025-03-26 06:22:00,env-station-01,-12.71,68.36,567.28
2025-03-26 06:22:10,env-station-01,-16.52,83.78,503.71
2025-03-26 06:22:20,env-station-01,8.28,99.8,1858.04
2025-03-26 06:22:30,env-station-01,-40.74,54.03,1919.76
2025-03-26 06:22:40,env-station-01,32.14,38.81,1555.55
2025-03-26 06:22:50,env-station-01,-17.48,81.44,1654.84
2025-03-26 06:23:00,env-station-01,43.01,24.7,1831.49
2025-03-26 06:23:10,env-station-01,-31.78,65.92,1265.35
2025-03-26 06:23:20,env-station-01,-17.77,16.76,451.56
2025-03-26 06:23:30,env-station-01,-42.9,73.66,1444.07
2025-03-26 06:23:40,env-station-01,-6.82,54.68,1762.8
2025-03-26 06:23:50,env-station-01,12.86,60.43,1819.57
2025-03-26 06:24:01,env-station-01,-13.71,4.76,1381.54
2025-03-26 06:24:11,env-station-01,-2.35,26.37,975.3
2025-03-26 06:24:21,env-station-01,9.1,37.34,1475.72
2025-03-26 06:24:31,env-station-01,16.63,53.21,1660.76
2025-03-26 06:24:41,env-station-01,-27.9,69.13,1608.03
2025-03-26 06:24:51,env-station-01,-14.08,72.38,1216.2
2025-03-26 06:25:01,env-station-01,-10.86,74.9,1115.01
2025-03-26 06:25:11,env-station-01,35.34,70.02,1290.37
2025-03-26 06:25:21,env-station-01,28.72,89.45,1488.3
2025-03-26 06:25:31,env-station-01,40.6,95.59,594.26
2025-03-26 06:25:41,env-station-01,-16.12,70.78,872.21
2025-03-26 06:25:51,env-station-01,12.74,32.82,715.91
2025-03-26 06:26:01,env-station-01,33.56,83.1,939.78
2025-03-26 06:26:11,env-station-01,43.74,6.23,858.17
2025-03-26 06:26:21,env-station-01,-28.0,41.31,1988.73
2025-03-26 06:26:31,env-station-01,-39.65,47.79,868.64
2025-03-26 06:26:41,env-station-01,-3.74,20.48,535.33
2025-03-26 06:26:51,env-station-01,28.08,10.27,1978.92
2025-03-26 06:27:01,env-station-01,27.19,11.29,378.47
2025-03-26 06:27:11,env-station-01,12.89,14.19,1172.38
2025-03-26 06:27:21,env-station-01,-1.1,11.21,1978.54
2025-03-26 06:27:31,env-station-01,24.89,4.96,1914.86
2025-03-26 06:27:41,env-station-01,-24.06,13.17,1257.84
2025-03-26 06:27:51,env-station-01,26.57,77.91,773.15
2025-03-26 06:28:01,env-station-01,-44.61,27.69,1918.76
2025-03-26 06:28:11,env-station-01,-5.56,32.43,978.77
2025-03-26 06:28:21,env-station-01,-28.09,41.49,1023.1
2025-03-26 06:28:31,env-station-01,34.06,27.52,1954.91
2025-03-26 06:28:41,env-station-01,-13.88,30.38,743.56
2025-03-26 06:28:51,env-station-01,-8.68,52.19,1534.4
2025-03-26 06:29:01,env-station-01,-23.63,53.54,662.61
2025-03-26 06:29:11,env-station-01,-7.76,75.86,469.04
2025-03-26 06:29:21,env-station-01,39.12,23.49,1353.2
2025-03-26 06:29:31,env-station-01,-16.92,71.11,1369.62
2025-03-26 06:29:41,env-station-01,-4.64,82.85,1558.67
2025-03-26 06:29:51,env-station-01,18.13,68.46,1706.7
2025-03-26 06:30:01,env-station-01,22.58,75.46,1856.85
2025-03-26 06:30:11,env-station-01,35.39,38.28,1354.0
2025-03-26 06:30:21,env-station-01,-43.82,36.21,1575.79
2025-03-26 06:30:31,env-station-01,-23.89,73.46,1433.32
2025-03-26 06:30:41,env-station-01,21.06,93.86,652.44
2025-03-26 06:30:51,env-station-01,-35.57,36.8,1121.4
2025-03-26 06:31:01,env-station-01,16.5,81.43,1400.51
2025-03-26 06:31:11,env-station-01,11.04,21.75,1862.23
2025-03-26 06:31:21,env-station-01,28.45,96.94,1724.67
2025-03-26 06:31:31,env-station-01,4.02,6.62,961.79
2025-03-26 06:31:41,env-station-01,36.07,52.79,816.95
2025-03-26 06:31:51,env-station-01,-42.72,47.15,863.14
2025-03-26 06:32:01,env-station-01,-40.21,83.08,1072.26
2025-03-26 06:32:11,env-station-01,-28.83,95.66,937.09
2025-03-26 06:32:21,env-station-01,33.65,16.31,1052.62
2025-03-26 06:32:31,env-station-01,30.5,59.42,1423.38
2025-03-26 06:32:41,env-station-01,-42.28,95.28,1828.36
2025-03-26 06:32:51,env-station-01,-42.69,16.83,308.18
2025-03-26 06:33:01,env-station-01,0.92,50.63,400.99
2025-03-26 06:33:11,env-station-01,11.01,90.86,603.71
2025-03-26 06:33:21,env-station-01,29.39,54.74,1357.71
2025-03-26 06:33:31,env-station-01,-35.63,47.9,801.99
2025-03-26 06:33:41,env-station-01,23.11,96.2,405.13
2025-03-26 06:33:51,env-station-01,-42.87,27.62,1024.55
2025-03-26 06:34:01,env-station-01,-30.04,48.86,1853.7
2025-03-26 06:34:11,env-station-01,43.74,9.04,1704.94
2025-03-26 06:34:21,env-station-01,-20.05,99.21,1546.61
2025-03-26 06:34:31,env-station-01,-3.59,70.21,616.78
2025-03-26 06:34:41,env-station-01,-28.76,24.14,570.78
2025-03-26 06:34:51,env-station-01,15.83,35.64,678.74
2025-03-26 06:35:01,env-station-01,19.43,65.75,1482.94
2025-03-26 06:35:11,env-station-01,-44.07,83.07,972.49
2025-03-26 06:35:21,env-station-01,7.38,87.76,1731.17
2025-03-26 06:35:31,env-station-01,41.97,44.91,754.67
2025-03-26 06:35:41,env-station-01,-41.99,28.95,934.26
2025-03-26 06:35:51,env-station-01,-19.78,41.12,1244.61
2025-03-26 06:36:01,env-station-01,-37.49,79.7,1413.03
2025-03-26 06:36:11,env-station-01,-46.43,79.85,538.38
2025-03-26 06:36:21,env-station-01,-24.47,94.67,1891.69
2025-03-26 06:36:31,env-station-01,-29.83,87.19,1516.15
2025-03-26 06:36:41,env-station-01,36.84,71.91,376.39
2025-03-26 06:36:51,env-station-01,24.32,47.63,1000.13
2025-03-26 06:37:01,env-station-01,-6.76,29.66,703.83
2025-03-26 06:37:11,env-station-01,-28.61,57.42,783.64
2025-03-26 06:37:21,env-station-01,-38.4,36.11,922.34
2025-03-26 06:37:31,env-station-01,-43.19,8.89,698.27
2025-03-26 06:37:41,env-station-01,-43.29,26.07,1601.27
2025-03-26 06:37:51,env-station-01,13.11,12.47,1869.31
2025-03-26 06:38:01,env-station-01,11.42,26.17,1834.58
2025-03-26 06:38:11,env-station-01,-10.81,61.32,1483.29
2025-03-26 06:38:21,env-station-01,39.28,97.38,844.12
2025-03-26 06:38:31,env-station-01,-28.04,51.26,716.91
2025-03-26 06:38:41,env-station-01,-34.65,35.67,595.83
2025-03-26 06:38:51,env-station-01,-13.34,4.27,1469.98
2025-03-26 06:39:01,env-station-01,-21.85,0.44,1321.12
2025-03-26 06:39:11,env-station-01,-42.36,58.18,1507.56
2025-03-26 06:39:21,env-station-01,8.37,14.71,852.19
2025-03-26 06:39:31,env-station-01,-12.55,95.26,1450.58
2025-03-26 06:39:41,env-station-01,-41.05,71.85,431.41
2025-03-26 06:39:51,env-station-01,12.83,98.96,716.24
2025-03-26 06:40:01,env-station-01,-33.75,43.91,629.23
2025-03-26 06:40:11,env-station-01,49.92,41.13,1086.05
2025-03-26 06:40:21,env-station-01,-27.09,96.16,860.31
2025-03-26 06:40:32,env-station-01,45.09,13.37,1059.09
2025-03-26 06:40:42,env-station-01,-11.56,60.3,842.55
2025-03-26 06:40:52,env-station-01,37.64,73.91,503.34
2025-03-26 06:41:02,env-station-01,-33.53,54.22,815.79
2025-03-26 06:41:12,env-station-01,-3.22,83.01,1603.66
2025-03-26 06:41:22,env-station-01,36.34,91.44,1209.51
2025-03-26 06:41:32,env-station-01,22.16,94.33,1002.18
2025-03-26 06:41:42,env-station-01,-31.06,60.74,634.37
2025-03-26 06:41:52,env-station-01,-0.66,27.23,1848.06
2025-03-26 06:42:02,env-station-01,-36.66,74.28,1405.46
2025-03-26 06:42:12,env-station-01,-39.32,59.62,491.99
2025-03-26 06:42:22,env-station-01,-26.63,92.93,501.71
2025-03-26 06:42:32,env-station-01,-6.45,77.01,879.55
2025-03-26 06:42:42,env-station-01,27.24,91.3,1046.65
2025-03-26 06:42:52,env-station-01,-20.17,20.21,1229.77
2025-03-26 06:43:02,env-station-01,20.59,59.87,1549.81
2025-03-26 06:43:12,env-station-01,-36.99,12.31,1290.75
2025-03-26 06:43:22,env-station-01,-21.79,45.65,1404.43
2025-03-26 06:43:32,env-station-01,2.75,35.43,391.92
2025-03-26 06:43:42,env-station-01,-7.36,78.4,795.36
2025-03-26 06:43:52,env-station-01,7.29,41.08,1322.02
2025-03-26 06:44:02,env-station-01,-4.21,86.13,1955.0
2025-03-26 06:44:12,env-station-01,-22.05,71.12,546.03
2025-03-26 06:44:22,env-station-01,-23.99,80.26,1253.12
2025-03-26 06:44:32,env-station-01,-19.96,32.34,1026.66
2025-03-26 06:44:42,env-station-01,11.2,45.95,353.98
2025-03-26 06:44:52,env-station-01,0.71,25.38,1104.79
2025-03-26 06:45:02,env-station-01,34.97,48.76,635.68
2025-03-26 06:45:12,env-station-01,-2.84,97.99,912.65
